"Id"	"Magnification"	"^CE Diameter (µm)"	"Length (µm)"	"Width (µm)"	"Max. Distance (µm)"	"Perimeter (µm)"	"Major Axis (°)"	"Area (µm²)"	"SE Volume (µm³)"	"Area (Pixels)"	"Circularity"	"HS Circularity"	"Convexity"	"Solidity"	"Aspect Ratio"	"Elongation"	"Intensity Mean"	"Intensity SD"	"Centre X Position (µm)"	"Centre Y Position (µm)"	"Frame Row"	"Frame Column"	"Frame Index"	"Edge stitched particle"	"Scaling Factor"	"Fiber Total Length (µm)"	"Fiber Width (µm)"	"Fiber Elongation"	"Fiber Straightness"	"Scan Area Correction"
8367	10.00	66.79	68.05	65.69	69.01	211.93	144.95	3503.59	156003.11	108707	0.988	0.975	0.991	0.998	0.965	0.035	23.209	11.813	51273.148	65224.949	134	68	10749	0	1	-1.00	-1.00	-1.000	-1.000	1.000
6585	10.00	66.73	66.90	66.88	67.66	212.12	131.39	3497.46	155594.34	108517	0.986	0.972	0.989	0.998	1.000	0.000	20.581	12.980	44823.277	20961.180	22	56	8236	0	1	-1.00	-1.00	-1.000	-1.000	1.000
9433	10.00	66.72	68.71	66.31	68.73	210.90	55.13	3496.69	155542.69	108493	0.991	0.983	0.993	0.999	0.965	0.035	21.192	12.613	56069.477	84219.969	182	77	12452	0	1	-1.00	-1.00	-1.000	-1.000	1.000
3689	10.00	66.71	68.24	66.71	68.54	212.30	174.36	3495.30	155450.23	108450	0.985	0.969	0.989	0.997	0.978	0.022	21.584	12.532	33118.574	43566.832	79	34	4201	0	1	-1.00	-1.00	-1.000	-1.000	1.000
12715	10.00	66.69	70.25	65.43	70.34	212.46	116.93	3493.40	155323.39	108391	0.984	0.967	0.989	0.998	0.931	0.069	20.785	13.157	66871.883	17578.781	14	98	16650	0	1	-1.00	-1.00	-1.000	-1.000	1.000
4226	10.00	66.69	68.36	65.97	69.56	213.73	71.84	3493.37	155321.27	108390	0.978	0.956	0.984	0.996	0.965	0.035	18.494	13.768	35397.391	74778.633	158	38	4979	0	1	-1.00	-1.00	-1.000	-1.000	1.000
6454	10.00	66.67	67.02	66.76	67.12	210.57	23.07	3491.24	155179.41	108324	0.992	0.984	0.994	0.999	0.996	0.004	20.406	12.843	44171.254	61992.758	126	55	8093	0	1	-1.00	-1.00	-1.000	-1.000	1.000
3696	10.00	66.65	67.22	66.16	68.06	211.42	77.18	3489.12	155037.58	108258	0.988	0.976	0.992	0.998	0.984	0.016	20.635	13.230	33271.559	45912.258	85	34	4207	0	1	-1.00	-1.00	-1.000	-1.000	1.000
10269	10.00	66.60	67.17	66.45	68.44	211.72	57.01	3484.15	154706.88	108104	0.986	0.972	0.990	0.998	0.989	0.011	20.512	13.224	58673.984	54149.852	106	82	13549	0	1	-1.00	-1.00	-1.000	-1.000	1.000
2661	10.00	66.59	80.34	62.92	80.48	224.40	32.97	3482.64	154606.05	108057	0.930	0.864	0.977	0.974	0.783	0.217	22.210	13.418	28845.238	45061.328	83	26	2894	0	1	-1.00	-1.00	-1.000	-1.000	1.000
15241	10.00	66.57	72.95	65.68	73.77	219.95	77.71	3480.74	154479.41	107998	0.948	0.899	0.975	0.981	0.900	0.100	22.578	12.959	75784.117	71081.969	149	115	19851	0	1	-1.00	-1.00	-1.000	-1.000	1.000
11027	10.00	66.56	67.34	66.62	67.51	210.86	27.19	3479.54	154400.06	107961	0.989	0.978	0.992	0.998	0.989	0.011	20.033	12.928	61187.543	29219.193	44	87	14610	0	1	-1.00	-1.00	-1.000	-1.000	1.000
8853	10.00	66.56	68.47	64.06	68.94	212.09	146.85	3479.32	154385.03	107954	0.983	0.967	0.988	0.997	0.936	0.064	20.431	13.284	53090.758	22533.260	26	72	11449	0	1	-1.00	-1.00	-1.000	-1.000	1.000
10021	10.00	66.56	67.29	66.29	67.69	211.33	22.93	3479.00	154363.59	107944	0.987	0.974	0.989	0.998	0.985	0.015	18.313	13.888	58131.504	67252.391	139	81	13303	0	1	-1.00	-1.00	-1.000	-1.000	1.000
875	10.00	66.55	67.78	65.76	68.06	211.64	143.45	3477.97	154294.97	107912	0.985	0.971	0.988	0.998	0.970	0.030	20.793	13.054	20995.336	43118.430	79	11	905	0	1	-1.00	-1.00	-1.000	-1.000	1.000
2690	10.00	66.55	67.09	66.88	67.69	211.14	80.96	3477.93	154292.78	107911	0.988	0.975	0.991	0.998	0.997	0.003	20.708	12.923	28709.844	58330.477	117	26	2928	0	1	-1.00	-1.00	-1.000	-1.000	1.000
14347	10.00	66.54	69.31	66.66	70.61	220.53	118.30	3477.32	154252.03	107892	0.945	0.894	0.959	0.990	0.962	0.038	18.672	13.833	72073.891	67391.891	139	108	18676	0	1	-1.00	-1.00	-1.000	-1.000	1.000
13872	10.00	66.53	69.19	65.79	69.33	210.88	123.00	3476.68	154209.17	107872	0.989	0.977	0.993	0.998	0.951	0.049	20.328	12.947	70437.672	20287.984	21	105	18158	0	1	-1.00	-1.00	-1.000	-1.000	1.000
21846	10.00	66.53	67.76	66.56	67.92	211.51	119.90	3476.06	154168.42	107853	0.986	0.971	0.990	0.997	0.982	0.018	22.008	12.429	91419.914	56085.121	111	144	24015	0	1	-1.00	-1.00	-1.000	-1.000	1.000
10679	10.00	66.49	67.45	65.96	67.72	210.38	136.19	3472.23	153913.33	107734	0.990	0.981	0.993	0.999	0.978	0.022	20.385	12.820	60247.855	49573.340	95	85	14155	0	1	-1.00	-1.00	-1.000	-1.000	1.000
5507	10.00	66.47	66.87	66.50	67.39	211.37	2.37	3469.97	153763.34	107664	0.985	0.971	0.987	0.997	0.995	0.005	19.563	13.374	41021.719	86637.102	188	49	6869	0	1	-1.00	-1.00	-1.000	-1.000	1.000
5152	10.00	66.43	67.79	65.26	68.74	211.14	45.09	3465.85	153489.23	107536	0.986	0.972	0.991	0.998	0.963	0.037	20.192	13.309	39664.684	18090.518	15	46	6302	0	1	-1.00	-1.00	-1.000	-1.000	1.000
13708	10.00	66.43	67.91	66.57	68.08	211.23	76.22	3465.62	153474.22	107529	0.985	0.971	0.990	0.997	0.980	0.020	18.900	13.734	69956.422	43460.527	79	104	17868	0	1	-1.00	-1.00	-1.000	-1.000	1.000
4407	10.00	66.39	68.23	65.29	68.36	210.88	29.04	3462.20	153247.36	107423	0.987	0.973	0.991	0.998	0.957	0.043	19.477	13.637	36097.785	35622.387	59	40	5238	0	1	-1.00	-1.00	-1.000	-1.000	1.000
2957	10.00	66.38	67.19	67.03	67.47	210.71	34.91	3460.95	153163.91	107384	0.987	0.974	0.991	0.998	0.998	0.002	19.479	13.584	29779.742	48920.508	93	28	3220	0	1	-1.00	-1.00	-1.000	-1.000	1.000
10999	10.00	66.36	67.13	66.29	67.14	210.45	128.88	3458.47	152999.20	107307	0.988	0.976	0.992	0.998	0.988	0.012	17.781	14.100	61176.000	40897.203	73	87	14581	0	1	-1.00	-1.00	-1.000	-1.000	1.000
15691	10.00	66.35	67.94	65.85	68.54	210.12	110.77	3457.40	152928.59	107274	0.989	0.979	0.994	0.998	0.969	0.031	19.931	13.375	77737.031	50469.336	97	118	20413	0	1	-1.00	-1.00	-1.000	-1.000	1.000
177	10.00	66.34	66.70	66.64	67.36	210.15	167.84	3456.66	152879.44	107251	0.989	0.978	0.992	0.998	0.999	0.001	20.271	12.964	16586.082	44377.305	82	3	184	0	1	-1.00	-1.00	-1.000	-1.000	1.000
6435	10.00	66.34	69.19	63.87	69.30	210.42	167.59	3456.63	152877.33	107250	0.988	0.976	0.991	0.998	0.923	0.077	20.404	12.743	44443.375	70530.531	148	55	8071	0	1	-1.00	-1.00	-1.000	-1.000	1.000
508	10.00	66.33	67.43	66.87	67.74	210.74	85.31	3455.47	152800.33	107214	0.986	0.973	0.990	0.997	0.992	0.008	20.557	13.107	19466.346	35916.191	60	8	533	0	1	-1.00	-1.00	-1.000	-1.000	1.000
6722	10.00	66.31	67.32	66.44	67.95	210.91	178.97	3453.54	152672.09	107154	0.985	0.970	0.987	0.997	0.987	0.013	17.988	14.185	45234.066	78958.594	169	57	8444	0	1	-1.00	-1.00	-1.000	-1.000	1.000
6917	10.00	66.26	66.73	65.75	67.08	210.66	1.42	3448.57	152343.08	107000	0.986	0.971	0.989	0.998	0.985	0.015	21.042	12.753	45946.059	45918.117	85	58	8695	0	1	-1.00	-1.00	-1.000	-1.000	1.000
1819	10.00	66.25	82.15	61.86	82.28	230.71	24.76	3447.41	152266.20	106964	0.900	0.809	0.961	0.958	0.753	0.247	20.253	15.052	25772.742	42933.000	78	20	1998	0	1	-1.00	-1.00	-1.000	-1.000	1.000
11717	10.00	66.19	66.27	66.25	66.82	210.35	22.27	3441.38	151867.09	106777	0.986	0.972	0.989	0.998	1.000	0.000	18.041	13.972	63403.047	35507.879	59	91	15397	0	1	-1.00	-1.00	-1.000	-1.000	1.000
471	10.00	66.18	66.91	66.28	67.58	210.15	169.69	3440.32	151796.69	106744	0.987	0.974	0.990	0.998	0.991	0.009	23.322	12.311	18595.357	42918.188	78	7	503	0	1	-1.00	-1.00	-1.000	-1.000	1.000
12276	10.00	66.18	66.93	66.34	67.43	210.59	158.58	3440.26	151792.42	106742	0.985	0.970	0.990	0.997	0.991	0.009	19.026	13.607	64982.992	76626.469	163	94	16013	0	1	-1.00	-1.00	-1.000	-1.000	1.000
11450	10.00	66.15	67.22	65.50	67.48	209.73	48.15	3436.87	151568.50	106637	0.988	0.977	0.991	0.998	0.974	0.026	18.827	13.929	62635.945	50285.727	96	90	15151	0	1	-1.00	-1.00	-1.000	-1.000	1.000
5905	10.00	66.14	68.38	65.71	68.43	210.12	3.50	3435.58	151483.23	106597	0.986	0.973	0.990	0.998	0.961	0.039	19.911	13.448	42357.848	25492.578	34	51	7407	0	1	-1.00	-1.00	-1.000	-1.000	1.000
17352	10.00	66.12	67.53	65.69	67.56	210.55	123.10	3433.17	151323.41	106522	0.984	0.968	0.989	0.997	0.973	0.027	20.616	13.017	83468.594	32175.139	51	129	22217	0	1	-1.00	-1.00	-1.000	-1.000	1.000
12407	10.00	66.11	66.53	66.44	67.03	209.81	6.87	3432.59	151285.02	106504	0.987	0.975	0.990	0.998	0.999	0.001	19.659	13.406	65584.766	21728.967	25	95	16224	0	1	-1.00	-1.00	-1.000	-1.000	1.000
13297	10.00	66.09	66.37	66.30	67.37	209.68	63.10	3430.07	151118.88	106426	0.988	0.975	0.991	0.998	0.999	0.001	18.836	13.622	68388.391	21233.352	24	101	17394	0	1	-1.00	-1.00	-1.000	-1.000	1.000
8948	10.00	66.08	71.67	61.82	71.69	210.18	90.95	3429.10	151054.98	106396	0.985	0.970	0.993	0.998	0.863	0.137	20.661	14.573	53049.629	67198.813	139	72	11562	0	1	-1.00	-1.00	-1.000	-1.000	1.000
1968	10.00	66.07	66.25	66.09	66.65	209.38	89.67	3428.62	151023.02	106381	0.989	0.978	0.991	0.998	0.998	0.002	18.898	13.692	26033.043	47074.352	89	21	2175	0	1	-1.00	-1.00	-1.000	-1.000	1.000
5148	10.00	66.05	66.69	66.63	66.88	209.29	36.29	3426.30	150869.72	106309	0.989	0.978	0.992	0.998	0.999	0.001	21.973	12.157	39437.785	15155.742	8	46	6295	0	1	-1.00	-1.00	-1.000	-1.000	1.000
2829	10.00	66.04	67.19	65.76	67.27	210.07	9.89	3425.56	150820.80	106286	0.985	0.970	0.988	0.998	0.979	0.021	20.635	12.767	29557.502	53596.469	105	27	3064	0	1	-1.00	-1.00	-1.000	-1.000	1.000
2805	10.00	65.97	68.24	65.49	68.24	209.68	96.04	3418.44	150350.59	106065	0.986	0.972	0.990	0.998	0.960	0.040	21.355	12.837	29503.818	64436.051	132	27	3037	0	1	-1.00	-1.00	-1.000	-1.000	1.000
1134	10.00	65.95	66.67	66.44	67.46	209.57	54.98	3416.15	150199.69	105994	0.986	0.972	0.991	0.998	0.996	0.004	19.811	13.757	22432.381	33194.078	53	14	1183	0	1	-1.00	-1.00	-1.000	-1.000	1.000
9871	10.00	65.94	66.76	65.82	67.01	209.71	104.97	3414.57	150095.52	105945	0.985	0.971	0.988	0.997	0.986	0.014	21.745	12.671	57617.934	20979.205	22	80	13061	0	1	-1.00	-1.00	-1.000	-1.000	1.000
11449	10.00	65.92	66.79	65.36	67.32	209.46	92.56	3413.02	149993.52	105897	0.986	0.972	0.989	0.998	0.979	0.021	20.611	13.230	62561.289	50061.836	96	90	15151	0	1	-1.00	-1.00	-1.000	-1.000	1.000
2892	10.00	65.89	69.59	65.26	69.83	211.04	3.44	3410.25	149810.84	105811	0.978	0.957	0.989	0.995	0.938	0.062	17.448	14.110	29584.348	26374.979	36	27	3133	0	1	-1.00	-1.00	-1.000	-1.000	1.000
8702	10.00	65.89	69.13	65.52	69.21	210.07	115.09	3409.99	149793.89	105803	0.983	0.966	0.989	0.997	0.948	0.052	21.510	12.843	52656.426	54645.105	108	71	11314	0	1	-1.00	-1.00	-1.000	-1.000	1.000
7808	10.00	65.86	67.63	64.84	68.45	209.12	85.58	3406.19	149543.33	105685	0.987	0.974	0.990	0.998	0.959	0.041	21.418	12.902	48930.016	61577.730	125	64	9933	0	1	-1.00	-1.00	-1.000	-1.000	1.000
2926	10.00	65.85	68.35	64.88	68.79	209.29	137.23	3405.74	149513.61	105671	0.986	0.972	0.991	0.997	0.949	0.051	21.662	12.873	29957.771	31676.016	49	28	3176	0	1	-1.00	-1.00	-1.000	-1.000	1.000
11152	10.00	65.82	67.23	65.28	67.67	209.36	50.24	3402.97	149331.13	105585	0.985	0.970	0.991	0.997	0.971	0.029	20.131	13.147	61706.707	56047.395	111	88	14764	0	1	-1.00	-1.00	-1.000	-1.000	1.000
4416	10.00	65.81	66.62	65.62	66.79	208.93	83.37	3402.03	149269.66	105556	0.987	0.974	0.991	0.997	0.985	0.015	18.884	14.393	36333.313	40005.223	70	40	5249	0	1	-1.00	-1.00	-1.000	-1.000	1.000
1117	10.00	65.80	66.41	65.41	66.65	208.67	32.35	3400.13	149144.47	105497	0.988	0.976	0.991	0.998	0.985	0.015	20.253	13.377	21853.463	30688.182	47	13	1165	0	1	-1.00	-1.00	-1.000	-1.000	1.000
1967	10.00	65.80	67.17	64.97	68.16	209.40	67.63	3400.03	149138.14	105494	0.985	0.969	0.990	0.997	0.967	0.033	19.746	13.497	26243.305	49462.508	95	21	2169	0	1	-1.00	-1.00	-1.000	-1.000	1.000
9289	10.00	65.78	67.03	65.43	67.41	208.54	170.54	3398.36	149027.88	105442	0.988	0.977	0.991	0.998	0.976	0.024	23.478	12.010	55062.254	24164.764	31	75	12199	0	1	-1.00	-1.00	-1.000	-1.000	1.000
14420	10.00	65.78	66.88	65.15	67.68	209.00	40.30	3398.23	149019.38	105438	0.986	0.972	0.989	0.997	0.974	0.026	20.555	13.352	72702.758	62011.379	126	109	18797	0	1	-1.00	-1.00	-1.000	-1.000	1.000
8034	10.00	65.78	66.74	66.04	66.79	209.12	55.02	3398.07	149008.80	105433	0.986	0.971	0.989	0.997	0.989	0.011	18.976	13.901	50160.563	41228.301	73	66	10284	0	1	-1.00	-1.00	-1.000	-1.000	1.000
4391	10.00	65.78	67.81	65.59	67.99	208.78	154.71	3397.97	149002.42	105430	0.987	0.974	0.991	0.998	0.967	0.033	18.520	13.921	36323.609	27053.012	38	40	5217	0	1	-1.00	-1.00	-1.000	-1.000	1.000
7265	10.00	65.77	66.25	65.14	66.67	208.25	17.83	3397.91	148998.22	105428	0.990	0.979	0.992	0.998	0.983	0.017	20.622	12.929	46878.348	23236.936	28	60	9035	0	1	-1.00	-1.00	-1.000	-1.000	1.000
13079	10.00	65.77	68.00	65.53	68.13	209.03	52.14	3397.75	148987.59	105423	0.986	0.972	0.991	0.997	0.964	0.036	21.800	12.298	68129.813	44842.359	83	100	17107	0	1	-1.00	-1.00	-1.000	-1.000	1.000
5273	10.00	65.77	65.96	65.92	66.98	208.96	6.25	3397.00	148938.86	105400	0.986	0.972	0.991	0.997	0.999	0.001	18.387	13.981	39910.141	69366.281	145	47	6532	0	1	-1.00	-1.00	-1.000	-1.000	1.000
6466	10.00	65.76	69.78	63.78	69.82	209.26	37.34	3396.49	148904.91	105384	0.985	0.969	0.992	0.997	0.914	0.086	22.259	12.481	44313.168	57916.219	116	55	8103	0	1	-1.00	-1.00	-1.000	-1.000	1.000
11612	10.00	65.76	67.17	64.28	67.99	208.66	31.73	3396.17	148883.72	105374	0.987	0.975	0.992	0.997	0.957	0.043	18.648	13.650	63323.172	70800.234	148	91	15308	0	1	-1.00	-1.00	-1.000	-1.000	1.000
11005	10.00	65.76	66.58	65.44	66.93	207.93	149.82	3396.04	148875.27	105370	0.991	0.982	0.993	0.998	0.983	0.017	20.240	12.730	61230.777	39550.102	70	87	14584	0	1	-1.00	-1.00	-1.000	-1.000	1.000
20167	10.00	65.76	66.52	65.55	66.67	207.83	108.84	3396.04	148875.27	105370	0.991	0.983	0.993	0.998	0.985	0.015	20.223	12.958	88998.344	36737.145	62	140	23558	0	1	-1.00	-1.00	-1.000	-1.000	1.000
7572	10.00	65.75	67.41	63.99	68.83	209.22	137.33	3395.26	148824.39	105346	0.985	0.970	0.989	0.998	0.949	0.051	20.155	13.521	47833.816	70439.492	147	62	9554	0	1	-1.00	-1.00	-1.000	-1.000	1.000
8454	10.00	65.74	66.26	66.02	66.53	208.76	137.03	3394.52	148775.64	105323	0.987	0.974	0.990	0.997	0.996	0.004	19.012	13.767	51413.039	44295.344	82	69	10936	0	1	-1.00	-1.00	-1.000	-1.000	1.000
12985	10.00	65.74	68.68	62.84	68.84	208.43	136.05	3393.88	148733.28	105303	0.988	0.977	0.993	0.998	0.915	0.085	24.798	12.776	67625.227	22750.951	27	99	17005	0	1	-1.00	-1.00	-1.000	-1.000	1.000
10496	10.00	65.72	66.81	65.78	66.91	208.59	93.45	3392.01	148610.42	105245	0.987	0.975	0.991	0.997	0.984	0.016	19.885	13.188	59677.914	25513.965	34	84	13881	0	1	-1.00	-1.00	-1.000	-1.000	1.000
4915	10.00	65.71	67.17	64.96	69.86	219.87	47.90	3391.62	148585.02	105233	0.936	0.877	0.951	0.987	0.967	0.033	19.554	13.886	38266.379	24060.949	30	44	5943	0	1	-1.00	-1.00	-1.000	-1.000	1.000
3788	10.00	65.70	70.72	61.05	70.77	209.01	137.63	3390.46	148508.80	105197	0.985	0.970	0.992	0.998	0.863	0.137	19.989	13.038	33789.895	59811.688	121	35	4375	0	1	-1.00	-1.00	-1.000	-1.000	1.000
9003	10.00	65.68	66.19	65.46	66.51	208.59	35.91	3388.17	148358.45	105126	0.987	0.973	0.990	0.998	0.989	0.011	18.342	13.960	53775.266	45963.094	86	73	11740	0	1	-1.00	-1.00	-1.000	-1.000	1.000
12443	10.00	65.68	66.68	65.53	67.04	208.57	12.12	3388.08	148352.09	105123	0.987	0.974	0.991	0.998	0.983	0.017	19.017	13.749	65725.227	23757.328	29	96	16273	0	1	-1.00	-1.00	-1.000	-1.000	1.000
9981	10.00	65.67	65.93	65.60	66.76	208.52	107.18	3386.85	148271.66	105085	0.987	0.974	0.990	0.997	0.995	0.005	19.725	13.627	57367.703	84264.266	182	80	13221	0	1	-1.00	-1.00	-1.000	-1.000	1.000
1761	10.00	65.62	71.88	61.02	71.96	209.25	79.22	3381.50	147920.47	104919	0.982	0.965	0.991	0.997	0.849	0.151	21.518	12.623	25242.744	30824.922	48	19	1934	0	1	-1.00	-1.00	-1.000	-1.000	1.000
5958	10.00	65.61	66.98	65.53	67.44	207.73	89.88	3381.05	147890.86	104905	0.990	0.979	0.994	0.998	0.978	0.022	21.341	12.510	42726.395	27779.238	40	52	7473	0	1	-1.00	-1.00	-1.000	-1.000	1.000
11261	10.00	65.59	77.47	62.93	77.54	220.71	170.49	3378.41	147717.47	104823	0.931	0.867	0.970	0.976	0.812	0.188	20.186	14.086	62357.734	47906.145	91	89	14965	0	1	-1.00	-1.00	-1.000	-1.000	1.000
2415	10.00	65.58	67.34	64.97	70.65	216.33	17.50	3377.86	147681.55	104806	0.950	0.902	0.968	0.983	0.965	0.035	22.025	12.547	27864.742	60569.516	122	24	2626	0	1	-1.00	-1.00	-1.000	-1.000	1.000
3144	10.00	65.58	67.78	64.48	67.81	208.96	134.08	3377.70	147670.98	104801	0.983	0.967	0.988	0.997	0.951	0.049	21.617	12.461	30572.131	20331.838	21	29	3468	0	1	-1.00	-1.00	-1.000	-1.000	1.000
16258	10.00	65.56	66.17	65.35	66.41	207.79	53.05	3375.38	147518.84	104729	0.989	0.977	0.991	0.998	0.988	0.012	20.107	13.029	80156.461	64887.863	134	123	21212	0	1	-1.00	-1.00	-1.000	-1.000	1.000
6623	10.00	65.53	67.43	65.64	67.84	208.05	149.15	3372.80	147349.86	104649	0.987	0.974	0.991	0.997	0.973	0.027	20.812	13.251	44530.324	47475.336	89	56	8303	0	1	-1.00	-1.00	-1.000	-1.000	1.000
751	10.00	65.52	65.79	65.60	66.24	208.14	167.81	3372.06	147301.28	104626	0.986	0.973	0.989	0.997	0.997	0.003	18.814	13.991	20233.811	48819.738	93	10	768	0	1	-1.00	-1.00	-1.000	-1.000	1.000
224	10.00	65.52	67.19	65.16	67.44	207.44	100.38	3371.80	147284.36	104618	0.990	0.979	0.993	0.998	0.970	0.030	20.591	13.108	17479.672	56808.000	113	4	246	0	1	-1.00	-1.00	-1.000	-1.000	1.000
9986	10.00	65.48	68.79	64.58	68.86	208.37	95.67	3367.64	147012.05	104489	0.985	0.970	0.991	0.997	0.939	0.061	22.432	12.498	57509.910	89563.992	195	80	13234	0	1	-1.00	-1.00	-1.000	-1.000	1.000
16088	10.00	65.48	68.17	61.98	68.89	209.18	129.15	3367.35	146993.03	104480	0.981	0.962	0.988	0.996	0.909	0.091	18.452	14.407	79213.367	27448.271	39	121	20981	0	1	-1.00	-1.00	-1.000	-1.000	1.000
2564	10.00	65.47	65.98	65.54	66.76	208.35	33.87	3366.52	146938.17	104454	0.985	0.969	0.988	0.998	0.993	0.007	20.091	13.833	28325.078	46370.742	87	25	2771	0	1	-1.00	-1.00	-1.000	-1.000	1.000
17189	10.00	65.46	70.20	64.24	70.23	208.70	130.70	3365.55	146874.89	104424	0.983	0.966	0.991	0.997	0.915	0.085	21.596	12.794	82783.242	50208.715	96	128	22014	0	1	-1.00	-1.00	-1.000	-1.000	1.000
14930	10.00	65.44	84.94	50.03	85.18	222.24	162.12	3363.81	146760.97	104370	0.922	0.851	0.986	0.990	0.589	0.411	17.489	13.958	74544.055	59903.930	120	112	19386	0	1	-1.00	-1.00	-1.000	-1.000	1.000
3405	10.00	65.44	67.50	64.46	68.08	207.81	60.66	3363.71	146754.66	104367	0.987	0.974	0.991	0.998	0.955	0.045	20.390	13.651	32302.992	38786.219	67	32	3850	0	1	-1.00	-1.00	-1.000	-1.000	1.000
5527	10.00	65.43	66.16	64.81	66.41	207.30	30.28	3362.71	146689.28	104336	0.989	0.978	0.992	0.998	0.979	0.021	20.949	12.821	41145.863	68067.070	142	49	6915	0	1	-1.00	-1.00	-1.000	-1.000	1.000
6036	10.00	65.42	71.75	58.05	71.78	209.05	165.82	3361.33	146598.58	104293	0.980	0.961	0.994	0.998	0.809	0.191	32.721	16.129	42573.703	75049.953	159	52	7592	0	1	-1.00	-1.00	-1.000	-1.000	1.000
13870	10.00	65.40	66.17	65.52	67.08	207.20	36.21	3359.52	146480.53	104237	0.989	0.978	0.994	0.998	0.990	0.010	20.581	13.035	70654.563	22937.100	28	105	18151	0	1	-1.00	-1.00	-1.000	-1.000	1.000
15787	10.00	65.37	66.79	64.88	66.84	207.26	151.79	3356.17	146261.34	104133	0.988	0.977	0.991	0.998	0.971	0.029	20.457	13.350	78052.289	47956.324	91	119	20595	0	1	-1.00	-1.00	-1.000	-1.000	1.000
9432	10.00	65.37	66.79	64.63	66.80	207.13	141.18	3356.01	146250.84	104128	0.989	0.978	0.992	0.998	0.968	0.032	21.858	12.608	55745.246	84818.938	184	77	12450	0	1	-1.00	-1.00	-1.000	-1.000	1.000
6225	10.00	65.37	66.80	65.03	66.95	208.13	90.55	3355.94	146246.59	104126	0.984	0.968	0.990	0.997	0.973	0.027	20.649	13.048	43398.914	25819.137	35	53	7794	0	1	-1.00	-1.00	-1.000	-1.000	1.000
416	10.00	65.37	66.85	64.93	66.88	207.21	57.31	3355.72	146231.86	104119	0.988	0.977	0.992	0.998	0.971	0.029	19.192	13.492	18659.779	57739.254	116	7	465	0	1	-1.00	-1.00	-1.000	-1.000	1.000
3620	10.00	65.36	66.07	65.53	66.59	207.23	165.84	3355.46	146215.00	104111	0.988	0.977	0.992	0.998	0.992	0.008	19.671	13.520	32717.539	25604.338	35	33	4118	0	1	-1.00	-1.00	-1.000	-1.000	1.000
8206	10.00	65.35	68.30	64.11	68.44	207.39	135.19	3354.14	146128.66	104070	0.987	0.975	0.991	0.998	0.939	0.061	21.195	12.678	50477.664	34735.773	58	67	10556	0	1	-1.00	-1.00	-1.000	-1.000	1.000
14914	10.00	65.34	67.81	64.74	68.58	207.87	84.25	3353.62	146094.97	104054	0.985	0.970	0.992	0.998	0.955	0.045	20.163	13.519	74430.617	51592.559	100	112	19366	0	1	-1.00	-1.00	-1.000	-1.000	1.000
990	10.00	65.34	66.21	64.87	66.29	207.36	173.94	3353.53	146088.63	104051	0.987	0.975	0.991	0.997	0.980	0.020	20.841	13.261	21563.145	68857.961	143	12	1038	0	1	-1.00	-1.00	-1.000	-1.000	1.000
6767	10.00	65.33	68.11	64.68	68.73	208.24	46.92	3352.30	146008.61	104013	0.983	0.966	0.989	0.997	0.950	0.050	20.805	13.054	45402.930	58332.855	117	57	8496	0	1	-1.00	-1.00	-1.000	-1.000	1.000
5502	10.00	65.32	66.47	64.83	67.70	207.68	140.85	3351.53	145958.08	103989	0.986	0.971	0.991	0.997	0.975	0.025	19.064	13.784	40635.547	86227.461	187	48	6852	0	1	-1.00	-1.00	-1.000	-1.000	1.000
3215	10.00	65.31	66.57	65.27	67.15	207.66	119.93	3350.46	145888.59	103956	0.985	0.971	0.989	0.997	0.980	0.020	19.970	13.383	31032.387	54329.461	106	30	3557	0	1	-1.00	-1.00	-1.000	-1.000	1.000
13210	10.00	65.31	68.01	63.31	68.01	207.72	28.29	3349.63	145833.89	103930	0.985	0.970	0.990	0.997	0.931	0.069	20.146	13.642	68512.039	66289.367	137	101	17281	0	1	-1.00	-1.00	-1.000	-1.000	1.000
5670	10.00	65.30	65.89	65.60	65.96	207.23	166.79	3348.72	145774.97	103902	0.987	0.975	0.990	0.998	0.996	0.004	19.182	13.709	41582.676	30515.326	46	50	7093	0	1	-1.00	-1.00	-1.000	-1.000	1.000
10788	10.00	65.30	65.72	64.98	67.33	207.53	37.25	3348.63	145768.64	103899	0.986	0.972	0.991	0.998	0.989	0.011	20.913	13.036	60778.391	19240.736	18	86	14269	0	1	-1.00	-1.00	-1.000	-1.000	1.000
7292	10.00	65.28	65.79	65.26	66.94	207.80	172.71	3346.82	145650.80	103843	0.984	0.969	0.989	0.997	0.992	0.008	19.523	13.392	46649.020	49841.938	95	60	9102	0	1	-1.00	-1.00	-1.000	-1.000	1.000
6070	10.00	65.26	68.17	64.47	68.27	206.99	13.74	3344.50	145499.38	103771	0.988	0.976	0.993	0.998	0.946	0.054	21.354	12.880	42755.199	87994.234	191	52	7624	0	1	-1.00	-1.00	-1.000	-1.000	1.000
10721	10.00	65.25	65.95	64.91	66.48	207.09	108.91	3344.18	145478.30	103761	0.987	0.975	0.992	0.997	0.984	0.016	22.231	12.590	60305.668	37156.566	64	85	14186	0	1	-1.00	-1.00	-1.000	-1.000	1.000
13182	10.00	65.25	66.36	66.22	66.37	206.29	104.00	3343.73	145448.86	103747	0.991	0.982	0.994	0.998	0.998	0.002	21.725	12.667	68401.938	74799.422	159	101	17259	0	1	-1.00	-1.00	-1.000	-1.000	1.000
