"Id"	"Magnification"	"^CE Diameter (µm)"	"Length (µm)"	"Width (µm)"	"Max. Distance (µm)"	"Perimeter (µm)"	"Major Axis (°)"	"Area (µm²)"	"SE Volume (µm³)"	"Area (Pixels)"	"Circularity"	"HS Circularity"	"Convexity"	"Solidity"	"Aspect Ratio"	"Elongation"	"Intensity Mean"	"Intensity SD"	"Centre X Position (µm)"	"Centre Y Position (µm)"	"Frame Row"	"Frame Column"	"Frame Index"	"Edge stitched particle"	"Scaling Factor"	"Fiber Total Length (µm)"	"Fiber Width (µm)"	"Fiber Elongation"	"Fiber Straightness"	"Scan Area Correction"
344	10.00	119.35	136.29	104.55	139.59	386.69	110.40	11186.68	890052.88	347093	0.968	0.937	0.992	0.997	0.767	0.233	17.981	10.315	18381.746	51720.707	100	6	391	0	1	-1.00	-1.00	-1.000	-1.000	1.000
5075	10.00	114.50	120.59	109.63	120.66	366.98	52.38	10296.73	785981.94	319480	0.979	0.958	0.985	0.996	0.909	0.091	13.526	10.983	39150.719	49632.781	95	45	6206	0	1	-1.00	-1.00	-1.000	-1.000	1.000
2366	10.00	111.79	137.35	87.81	137.44	377.76	179.13	9815.02	731477.13	304534	0.928	0.861	0.978	0.968	0.639	0.361	24.369	12.490	27853.900	34512.539	57	24	2561	0	1	-1.00	-1.00	-1.000	-1.000	1.000
10566	10.00	109.92	115.45	102.29	118.10	354.19	107.63	9490.34	695483.06	294460	0.973	0.948	0.986	0.995	0.886	0.114	16.279	11.756	59719.465	63890.430	131	84	13978	0	1	-1.00	-1.00	-1.000	-1.000	1.000
12995	10.00	109.84	114.13	105.39	114.61	347.75	126.69	9475.87	693892.94	294011	0.991	0.982	0.995	0.999	0.923	0.077	13.403	11.258	67256.492	18101.178	16	99	17016	0	1	-1.00	-1.00	-1.000	-1.000	1.000
9794	10.00	109.29	115.98	109.68	117.35	350.29	104.33	9380.79	683475.69	291061	0.979	0.958	0.991	0.996	0.946	0.054	13.809	11.765	56666.043	42420.008	77	79	12961	0	1	-1.00	-1.00	-1.000	-1.000	1.000
2189	10.00	109.18	123.57	97.58	123.63	354.84	52.68	9361.62	681381.00	290466	0.965	0.931	0.984	0.994	0.790	0.210	22.776	10.333	26949.514	74564.211	157	22	2364	0	1	-1.00	-1.00	-1.000	-1.000	1.000
13620	10.00	109.15	117.79	103.96	118.05	348.49	82.03	9356.39	680811.06	290304	0.982	0.965	0.993	0.997	0.883	0.117	19.274	10.938	69669.031	28369.750	41	103	17760	0	1	-1.00	-1.00	-1.000	-1.000	1.000
3383	10.00	108.97	117.13	100.49	117.34	346.29	90.80	9325.49	677440.31	289345	0.987	0.974	0.992	0.998	0.858	0.142	21.324	11.565	32278.529	21902.566	25	32	3808	0	1	-1.00	-1.00	-1.000	-1.000	1.000
7818	10.00	108.63	116.44	105.26	118.12	353.46	98.47	9268.73	671265.19	287584	0.964	0.929	0.977	0.995	0.904	0.096	15.269	11.604	49044.586	66878.367	138	64	9946	0	1	-1.00	-1.00	-1.000	-1.000	1.000
3381	10.00	108.27	111.52	110.96	112.56	357.28	46.02	9207.56	664630.81	285686	0.950	0.903	0.966	0.986	0.995	0.005	14.119	12.217	31949.834	19751.922	19	32	3802	0	1	-1.00	-1.00	-1.000	-1.000	1.000
1218	10.00	108.18	112.90	108.64	113.53	354.31	105.80	9192.28	662977.44	285212	0.958	0.917	0.972	0.986	0.962	0.038	24.664	11.711	23167.932	74047.258	157	15	1298	0	1	-1.00	-1.00	-1.000	-1.000	1.000
12526	10.00	108.09	108.93	106.75	111.08	343.26	52.94	9176.13	661231.44	284711	0.988	0.976	0.992	0.998	0.980	0.020	15.716	10.969	65687.813	65517.473	135	96	16379	0	1	-1.00	-1.00	-1.000	-1.000	1.000
2009	10.00	106.72	112.08	100.92	112.34	339.54	134.75	8945.60	636469.69	277558	0.986	0.972	0.991	0.998	0.900	0.100	14.039	11.895	25972.902	29974.451	45	21	2219	0	1	-1.00	-1.00	-1.000	-1.000	1.000
7602	10.00	106.68	107.88	106.19	108.98	340.92	119.05	8938.57	635719.94	277340	0.981	0.963	0.987	0.994	0.984	0.016	25.780	11.957	47963.055	88021.578	191	62	9598	0	1	-1.00	-1.00	-1.000	-1.000	1.000
2925	10.00	106.60	113.19	106.96	113.29	348.23	7.06	8924.32	634200.75	276898	0.960	0.922	0.975	0.987	0.945	0.055	25.005	11.239	29695.043	31442.559	49	28	3176	0	1	-1.00	-1.00	-1.000	-1.000	1.000
17866	10.00	106.42	112.79	105.29	113.21	341.71	11.17	8894.06	630977.56	275959	0.977	0.954	0.990	0.994	0.934	0.066	16.396	11.444	85091.781	50025.301	96	132	22590	0	1	-1.00	-1.00	-1.000	-1.000	1.000
8479	10.00	106.35	122.59	95.00	122.73	340.06	35.73	8883.07	629808.44	275618	0.981	0.962	0.996	0.999	0.775	0.225	26.066	13.610	51712.906	25774.313	35	69	10983	0	1	-1.00	-1.00	-1.000	-1.000	1.000
8875	10.00	105.91	112.69	105.48	112.99	338.30	109.99	8810.55	622112.06	273368	0.982	0.964	0.992	0.998	0.936	0.064	15.645	11.460	53400.266	31707.838	49	72	11472	0	1	-1.00	-1.00	-1.000	-1.000	1.000
2274	10.00	105.79	108.47	103.55	109.12	337.34	105.56	8790.54	619993.44	272747	0.984	0.968	0.990	0.996	0.955	0.045	32.240	14.632	27172.564	46505.930	87	23	2469	0	1	-1.00	-1.00	-1.000	-1.000	1.000
13568	10.00	105.78	109.42	105.33	109.43	336.40	98.90	8787.64	619686.56	272657	0.986	0.973	0.991	0.998	0.963	0.037	14.705	11.306	69727.773	40538.629	72	103	17729	0	1	-1.00	-1.00	-1.000	-1.000	1.000
13988	10.00	105.42	109.55	100.37	109.68	333.87	150.80	8728.34	613424.25	270817	0.990	0.981	0.995	0.999	0.916	0.084	26.487	17.849	71296.961	49933.227	95	106	18260	0	1	-1.00	-1.00	-1.000	-1.000	1.000
4801	10.00	104.98	106.93	104.13	108.12	333.31	111.06	8655.43	605754.94	268555	0.988	0.976	0.992	0.996	0.974	0.026	40.489	12.965	38038.703	69434.711	145	43	5784	0	1	-1.00	-1.00	-1.000	-1.000	1.000
18097	10.00	104.50	107.39	102.92	107.91	331.96	89.12	8577.57	597598.94	266139	0.987	0.975	0.991	0.998	0.958	0.042	15.376	11.067	85234.508	38236.180	66	133	22766	0	1	-1.00	-1.00	-1.000	-1.000	1.000
5059	10.00	104.31	105.76	102.71	105.98	331.38	54.23	8545.50	594250.75	265144	0.987	0.975	0.989	0.998	0.971	0.029	15.660	11.707	39101.633	61969.809	126	45	6175	0	1	-1.00	-1.00	-1.000	-1.000	1.000
4543	10.00	104.21	110.64	99.90	110.64	330.89	91.29	8529.77	592611.00	264656	0.988	0.976	0.994	0.999	0.903	0.097	14.808	11.427	36612.410	53729.980	105	41	5457	0	1	-1.00	-1.00	-1.000	-1.000	1.000
2371	10.00	103.99	110.16	100.57	110.34	330.44	11.68	8493.12	588796.06	263519	0.987	0.974	0.993	0.998	0.913	0.087	17.402	10.418	28045.387	38145.512	66	24	2570	0	1	-1.00	-1.00	-1.000	-1.000	1.000
10793	10.00	103.63	106.70	101.82	106.75	331.15	138.61	8434.34	582693.56	261695	0.981	0.963	0.988	0.996	0.954	0.046	13.269	12.448	60514.402	26863.617	37	86	14288	0	1	-1.00	-1.00	-1.000	-1.000	1.000
15551	10.00	103.60	106.43	101.60	106.94	328.37	8.65	8429.99	582242.69	261560	0.990	0.979	0.991	0.998	0.955	0.045	14.907	11.353	77125.719	47658.055	90	117	20256	0	1	-1.00	-1.00	-1.000	-1.000	1.000
1914	10.00	103.53	104.76	103.75	105.09	328.46	76.82	8418.38	581041.13	261200	0.989	0.977	0.992	0.998	0.990	0.010	14.012	11.741	26402.707	68540.828	143	21	2121	0	1	-1.00	-1.00	-1.000	-1.000	1.000
5119	10.00	103.45	107.61	101.34	107.90	329.73	30.66	8404.72	579626.81	260776	0.984	0.968	0.988	0.997	0.942	0.058	14.770	11.537	39128.016	23732.865	30	45	6271	0	1	-1.00	-1.00	-1.000	-1.000	1.000
4819	10.00	103.39	104.21	102.88	105.72	327.55	24.32	8395.47	578670.25	260489	0.990	0.980	0.994	0.998	0.987	0.013	17.691	10.814	37720.902	54647.738	108	43	5821	0	1	-1.00	-1.00	-1.000	-1.000	1.000
4947	10.00	103.31	106.92	102.25	106.99	328.55	14.61	8381.96	577274.63	260070	0.986	0.973	0.990	0.998	0.956	0.044	18.110	10.895	38232.516	39461.316	69	44	5982	0	1	-1.00	-1.00	-1.000	-1.000	1.000
10359	10.00	103.20	110.25	100.36	110.65	329.06	82.89	8364.30	575450.94	259522	0.984	0.967	0.991	0.996	0.910	0.090	22.388	11.710	58944.246	57448.848	115	83	13731	0	1	-1.00	-1.00	-1.000	-1.000	1.000
15366	10.00	102.77	105.30	101.42	105.96	325.18	48.35	8294.69	568281.75	257362	0.991	0.982	0.993	0.999	0.963	0.037	14.734	11.246	76014.750	17294.396	14	115	19986	0	1	-1.00	-1.00	-1.000	-1.000	1.000
20815	10.00	102.62	104.80	103.15	105.01	325.81	2.12	8271.16	565865.56	256632	0.988	0.976	0.991	0.998	0.984	0.016	14.449	11.762	89917.797	38877.855	68	141	23739	0	1	-1.00	-1.00	-1.000	-1.000	1.000
5982	10.00	102.39	105.32	101.21	105.82	325.07	143.65	8233.84	562039.94	255474	0.988	0.976	0.992	0.998	0.961	0.039	15.445	11.362	42704.230	45941.527	85	52	7518	0	1	-1.00	-1.00	-1.000	-1.000	1.000
17684	10.00	102.24	103.11	101.32	103.49	323.85	12.03	8209.76	559576.63	254727	0.990	0.980	0.992	0.998	0.983	0.017	14.276	11.841	84633.578	55713.254	110	131	22446	0	1	-1.00	-1.00	-1.000	-1.000	1.000
12235	10.00	102.12	104.75	101.21	105.13	324.28	172.92	8190.62	557620.44	254133	0.988	0.975	0.990	0.998	0.966	0.034	13.737	11.883	64902.672	52462.508	102	94	15952	0	1	-1.00	-1.00	-1.000	-1.000	1.000
2110	10.00	101.78	105.12	99.19	105.39	322.30	88.28	8135.95	552047.69	252437	0.990	0.981	0.993	0.999	0.944	0.056	15.979	11.565	26969.945	42926.246	78	22	2285	0	1	-1.00	-1.00	-1.000	-1.000	1.000
15093	10.00	101.70	104.04	102.13	104.11	323.14	166.55	8122.90	550719.63	252032	0.987	0.974	0.992	0.998	0.982	0.018	14.104	11.934	74950.570	32269.449	51	113	19595	0	1	-1.00	-1.00	-1.000	-1.000	1.000
9546	10.00	101.66	103.13	101.28	104.98	325.41	87.46	8116.81	550100.25	251843	0.980	0.960	0.987	0.996	0.982	0.018	15.026	11.601	56071.105	23529.135	29	77	12605	0	1	-1.00	-1.00	-1.000	-1.000	1.000
9739	10.00	101.63	112.34	99.84	116.44	346.49	87.84	8111.56	549566.38	251680	0.920	0.846	0.956	0.968	0.889	0.111	17.054	11.935	56874.238	78048.320	167	79	12871	0	1	-1.00	-1.00	-1.000	-1.000	1.000
10365	10.00	101.45	103.72	99.56	103.81	321.46	102.29	8083.81	546748.69	250819	0.990	0.980	0.992	0.999	0.960	0.040	13.953	11.850	58780.039	55545.730	110	83	13736	0	1	-1.00	-1.00	-1.000	-1.000	1.000
899	10.00	101.22	103.19	101.10	104.32	320.79	78.97	8047.07	543025.38	249679	0.990	0.979	0.993	0.998	0.980	0.020	19.148	10.530	21134.445	36914.613	63	11	921	0	1	-1.00	-1.00	-1.000	-1.000	1.000
13742	10.00	101.10	104.84	99.52	105.87	320.94	0.89	8028.34	541131.00	249098	0.988	0.976	0.993	0.998	0.949	0.051	16.464	10.762	70347.773	61270.949	124	104	17913	0	1	-1.00	-1.00	-1.000	-1.000	1.000
6646	10.00	101.07	118.37	86.30	120.29	337.03	103.45	8023.60	540652.00	248951	0.940	0.884	0.987	0.979	0.729	0.271	18.663	11.842	44594.949	60881.945	123	56	8337	0	1	-1.00	-1.00	-1.000	-1.000	1.000
5879	10.00	100.97	104.58	99.43	106.24	328.07	44.46	8007.42	539017.63	248449	0.965	0.932	0.980	0.989	0.951	0.049	15.439	11.858	41970.930	48393.871	92	51	7349	0	1	-1.00	-1.00	-1.000	-1.000	1.000
19660	10.00	100.70	113.87	97.84	114.11	341.54	69.58	7964.94	534734.19	247131	0.925	0.855	0.957	0.972	0.859	0.141	22.644	12.401	88096.594	44901.738	83	138	23349	0	1	-1.00	-1.00	-1.000	-1.000	1.000
3934	10.00	100.64	102.06	97.84	103.81	319.59	101.23	7955.18	533751.06	246828	0.988	0.975	0.992	0.998	0.959	0.041	15.603	11.429	34175.727	57131.434	114	36	4582	0	1	-1.00	-1.00	-1.000	-1.000	1.000
15488	10.00	100.60	103.64	99.93	104.55	320.76	118.51	7949.22	533151.00	246643	0.984	0.968	0.988	0.997	0.964	0.036	13.701	11.740	76245.352	77360.883	165	116	20137	0	1	-1.00	-1.00	-1.000	-1.000	1.000
3415	10.00	100.54	102.39	100.73	103.12	319.11	34.99	7939.52	532175.31	246342	0.988	0.976	0.991	0.998	0.984	0.016	15.085	11.698	32139.236	42986.684	78	32	3861	0	1	-1.00	-1.00	-1.000	-1.000	1.000
17347	10.00	100.54	112.17	106.09	112.41	329.88	140.95	7938.65	532087.88	246315	0.956	0.913	0.989	0.990	0.946	0.054	13.142	12.606	83205.141	39179.480	69	129	22199	0	1	-1.00	-1.00	-1.000	-1.000	1.000
898	10.00	100.42	103.37	100.46	103.45	318.00	124.71	7919.98	530212.81	245736	0.990	0.981	0.994	0.999	0.972	0.028	14.534	12.029	20973.688	37322.711	64	11	920	0	1	-1.00	-1.00	-1.000	-1.000	1.000
2947	10.00	99.90	101.16	99.57	101.29	316.18	49.86	7838.09	522010.19	243195	0.991	0.982	0.993	0.999	0.984	0.016	17.422	10.889	29767.885	42986.176	78	28	3205	0	1	-1.00	-1.00	-1.000	-1.000	1.000
5638	10.00	99.88	100.44	99.63	100.73	316.05	155.81	7835.35	521736.59	243110	0.991	0.982	0.993	0.999	0.992	0.008	13.879	11.919	41605.453	16117.359	10	50	7057	0	1	-1.00	-1.00	-1.000	-1.000	1.000
1044	10.00	99.88	100.18	100.00	100.48	315.76	78.18	7834.83	521685.06	243094	0.992	0.984	0.993	0.999	0.998	0.002	15.663	11.491	21752.652	56311.035	112	13	1100	0	1	-1.00	-1.00	-1.000	-1.000	1.000
15801	10.00	99.87	103.54	99.54	104.72	318.18	55.72	7834.29	521630.31	243077	0.984	0.969	0.990	0.996	0.961	0.039	13.820	12.516	77979.227	41795.934	75	119	20611	0	1	-1.00	-1.00	-1.000	-1.000	1.000
8254	10.00	99.81	100.33	99.51	101.97	316.78	16.32	7824.91	520693.91	242786	0.988	0.976	0.993	0.998	0.992	0.008	15.504	11.861	50525.586	12819.085	2	67	10612	0	1	-1.00	-1.00	-1.000	-1.000	1.000
13927	10.00	99.74	101.29	98.45	101.78	317.16	112.21	7812.66	519472.00	242406	0.986	0.973	0.990	0.998	0.972	0.028	15.329	12.069	71450.352	31811.461	50	106	18215	0	1	-1.00	-1.00	-1.000	-1.000	1.000
14121	10.00	99.65	101.51	99.65	102.29	316.10	164.13	7799.61	518170.69	242001	0.989	0.977	0.991	0.999	0.982	0.018	15.504	11.171	71830.375	66235.773	137	107	18416	0	1	-1.00	-1.00	-1.000	-1.000	1.000
467	10.00	99.57	99.74	99.28	100.75	315.02	118.62	7787.10	516924.91	241613	0.991	0.983	0.993	0.999	0.995	0.005	15.976	11.405	18779.240	43905.855	81	7	500	0	1	-1.00	-1.00	-1.000	-1.000	1.000
941	10.00	99.56	102.78	96.61	103.16	315.51	19.01	7784.33	516648.94	241527	0.990	0.979	0.993	0.998	0.940	0.060	15.600	11.740	21368.453	41886.762	75	12	970	0	1	-1.00	-1.00	-1.000	-1.000	1.000
6635	10.00	99.48	106.35	93.08	106.65	315.04	8.19	7773.18	515539.16	241181	0.990	0.981	0.996	0.999	0.875	0.125	22.240	10.814	44543.629	53004.152	103	56	8317	0	1	-1.00	-1.00	-1.000	-1.000	1.000
12972	10.00	99.46	100.63	99.79	100.83	316.00	84.99	7769.60	515183.28	241070	0.987	0.974	0.991	0.998	0.992	0.008	13.529	12.323	67536.945	29073.900	43	99	16989	0	1	-1.00	-1.00	-1.000	-1.000	1.000
4207	10.00	99.16	100.01	99.16	100.92	314.30	10.53	7723.35	510590.22	239635	0.989	0.979	0.993	0.998	0.992	0.008	16.419	11.353	35378.246	59376.262	119	38	4940	0	1	-1.00	-1.00	-1.000	-1.000	1.000
12255	10.00	98.93	100.27	98.14	100.81	313.20	72.94	7686.87	506976.56	238503	0.991	0.981	0.993	0.998	0.979	0.021	14.945	11.661	64704.246	64478.344	132	94	15982	0	1	-1.00	-1.00	-1.000	-1.000	1.000
2301	10.00	98.92	100.86	98.53	102.38	315.72	86.95	7685.77	506868.06	238469	0.983	0.966	0.987	0.997	0.977	0.023	18.042	11.984	27246.965	35648.078	60	23	2496	0	1	-1.00	-1.00	-1.000	-1.000	1.000
8956	10.00	98.92	100.53	98.56	101.08	314.60	77.99	7684.67	506759.72	238435	0.986	0.972	0.989	0.998	0.980	0.020	13.225	12.381	53223.633	75221.484	159	72	11582	0	1	-1.00	-1.00	-1.000	-1.000	1.000
4305	10.00	98.90	99.64	98.75	100.12	313.05	170.20	7682.35	506530.16	238363	0.991	0.982	0.993	0.998	0.991	0.009	15.252	11.496	35511.051	57220.051	114	39	5087	0	1	-1.00	-1.00	-1.000	-1.000	1.000
1867	10.00	98.85	99.50	99.08	99.81	312.53	33.32	7674.36	505739.91	238115	0.992	0.984	0.994	0.999	0.996	0.004	15.222	11.586	25895.594	74268.891	157	20	2077	0	1	-1.00	-1.00	-1.000	-1.000	1.000
13211	10.00	98.71	99.32	98.90	99.92	313.98	40.11	7653.22	503651.34	237459	0.986	0.972	0.989	0.998	0.996	0.004	13.932	11.924	68458.180	65868.531	136	101	17282	0	1	-1.00	-1.00	-1.000	-1.000	1.000
2852	10.00	98.71	100.38	98.25	100.40	313.73	82.81	7652.83	503613.16	237447	0.987	0.974	0.989	0.998	0.979	0.021	15.816	11.500	29434.563	48460.668	92	27	3077	0	1	-1.00	-1.00	-1.000	-1.000	1.000
8667	10.00	98.54	101.46	98.31	101.51	313.45	128.25	7626.08	500974.84	236617	0.986	0.972	0.990	0.997	0.969	0.031	13.799	12.333	52498.031	89603.672	196	71	11226	0	1	-1.00	-1.00	-1.000	-1.000	1.000
13133	10.00	98.51	100.43	98.12	100.77	312.45	122.38	7622.05	500577.94	236492	0.989	0.978	0.991	0.998	0.977	0.023	16.944	10.922	67969.391	74129.688	156	100	17180	0	1	-1.00	-1.00	-1.000	-1.000	1.000
1182	10.00	98.50	99.78	96.61	101.13	314.22	165.39	7619.44	500320.81	236411	0.983	0.966	0.989	0.997	0.968	0.032	19.237	10.551	22681.617	58794.672	118	14	1248	0	1	-1.00	-1.00	-1.000	-1.000	1.000
7745	10.00	98.48	103.41	94.14	104.27	312.21	44.33	7617.06	500085.91	236337	0.989	0.979	0.994	0.999	0.910	0.090	14.825	12.129	48225.816	12204.888	1	63	9808	0	1	-1.00	-1.00	-1.000	-1.000	1.000
4838	10.00	98.41	113.01	96.89	113.22	329.58	53.36	7606.29	499026.19	236003	0.936	0.877	0.970	0.975	0.857	0.143	17.652	12.508	38057.910	45116.109	84	43	5845	0	1	-1.00	-1.00	-1.000	-1.000	1.000
12449	10.00	98.41	98.76	98.45	99.44	312.68	39.51	7606.03	499000.78	235995	0.987	0.974	0.989	0.998	0.997	0.003	14.253	12.070	65743.328	28745.813	42	96	16286	0	1	-1.00	-1.00	-1.000	-1.000	1.000
16722	10.00	97.99	99.04	97.48	99.56	310.40	81.44	7540.93	492607.78	233975	0.990	0.980	0.993	0.998	0.984	0.016	18.491	10.750	81333.805	46102.652	86	125	21576	0	1	-1.00	-1.00	-1.000	-1.000	1.000
18047	10.00	97.94	101.38	94.60	101.44	310.91	78.35	7534.07	491935.28	233762	0.988	0.976	0.992	0.998	0.933	0.067	14.839	11.925	85548.297	52051.973	101	133	22731	0	1	-1.00	-1.00	-1.000	-1.000	1.000
7740	10.00	97.83	98.39	97.76	99.07	310.15	114.21	7517.34	490297.88	233243	0.989	0.979	0.992	0.998	0.994	0.006	13.565	12.298	48513.699	13652.940	4	63	9805	0	1	-1.00	-1.00	-1.000	-1.000	1.000
5721	10.00	97.59	99.26	96.96	100.01	309.96	65.21	7480.31	486679.38	232094	0.987	0.975	0.991	0.998	0.977	0.023	15.331	11.759	41575.480	59548.520	120	50	7167	0	1	-1.00	-1.00	-1.000	-1.000	1.000
8709	10.00	97.55	100.96	97.31	100.96	309.89	131.27	7474.22	486085.06	231905	0.987	0.975	0.992	0.998	0.964	0.036	16.402	11.299	52535.438	49102.496	94	71	11328	0	1	-1.00	-1.00	-1.000	-1.000	1.000
12325	10.00	97.49	102.77	96.34	102.83	310.70	50.25	7465.35	485220.63	231630	0.984	0.968	0.989	0.997	0.937	0.063	18.260	11.499	65422.027	53099.344	104	95	16145	0	1	-1.00	-1.00	-1.000	-1.000	1.000
4725	10.00	97.49	102.36	96.32	102.42	310.28	40.73	7465.13	485198.66	231623	0.985	0.971	0.990	0.998	0.941	0.059	13.565	12.462	37140.375	54821.676	108	42	5651	0	1	-1.00	-1.00	-1.000	-1.000	1.000
2192	10.00	97.48	98.87	97.24	101.65	309.94	136.52	7463.29	485019.63	231566	0.986	0.973	0.992	0.998	0.983	0.017	16.219	11.665	26522.994	77311.695	164	22	2371	0	1	-1.00	-1.00	-1.000	-1.000	1.000
11527	10.00	97.45	99.26	96.03	100.69	309.40	86.58	7458.71	484573.44	231424	0.988	0.976	0.991	0.999	0.967	0.033	15.216	11.597	62559.598	86067.891	186	90	15241	0	1	-1.00	-1.00	-1.000	-1.000	1.000
11338	10.00	97.44	98.21	97.24	98.28	309.07	150.43	7456.68	484375.69	231361	0.989	0.977	0.991	0.998	0.990	0.010	15.281	11.675	62479.039	36893.152	63	89	14993	0	1	-1.00	-1.00	-1.000	-1.000	1.000
11873	10.00	97.43	97.72	97.64	98.65	309.54	9.54	7455.07	484218.69	231311	0.987	0.974	0.989	0.998	0.999	0.001	15.446	11.550	63999.945	53892.660	105	92	15558	0	1	-1.00	-1.00	-1.000	-1.000	1.000
21843	10.00	97.34	98.57	97.24	98.93	308.24	1.11	7441.92	482938.00	230903	0.990	0.981	0.992	0.999	0.987	0.013	16.119	11.280	91312.039	52416.453	102	144	24006	0	1	-1.00	-1.00	-1.000	-1.000	1.000
3523	10.00	97.30	97.59	96.16	98.41	308.74	120.18	7435.54	482317.03	230705	0.988	0.977	0.991	0.998	0.985	0.015	15.740	12.024	32502.166	71358.453	150	33	4003	0	1	-1.00	-1.00	-1.000	-1.000	1.000
5297	10.00	97.27	101.16	96.65	101.28	309.45	25.11	7431.25	481899.97	230572	0.986	0.972	0.989	0.998	0.955	0.045	14.252	12.188	40186.609	51563.816	100	47	6577	0	1	-1.00	-1.00	-1.000	-1.000	1.000
4820	10.00	97.07	99.07	96.54	99.85	308.44	70.20	7400.67	478927.84	229623	0.987	0.974	0.991	0.998	0.974	0.026	13.399	12.543	37694.555	52372.730	102	43	5827	0	1	-1.00	-1.00	-1.000	-1.000	1.000
11098	10.00	97.05	98.18	97.13	100.05	308.85	51.62	7397.25	478596.25	229517	0.985	0.971	0.990	0.998	0.989	0.011	15.289	11.663	61916.199	35064.840	58	88	14711	0	1	-1.00	-1.00	-1.000	-1.000	1.000
2876	10.00	97.00	97.37	97.05	97.64	306.92	55.60	7389.19	477814.59	229267	0.991	0.982	0.993	0.999	0.997	0.003	14.879	11.791	29244.807	38750.488	68	27	3101	0	1	-1.00	-1.00	-1.000	-1.000	1.000
9062	10.00	96.96	98.82	95.73	99.05	307.24	12.87	7383.52	477264.47	229091	0.990	0.979	0.992	0.998	0.969	0.031	17.048	11.572	53687.273	19085.293	18	73	11808	0	1	-1.00	-1.00	-1.000	-1.000	1.000
14444	10.00	96.92	97.89	95.64	99.25	307.28	88.53	7377.91	476720.84	228917	0.989	0.978	0.991	0.998	0.977	0.023	17.351	11.480	72699.484	52453.680	102	109	18821	0	1	-1.00	-1.00	-1.000	-1.000	1.000
3417	10.00	96.83	97.95	97.04	98.14	306.84	36.09	7363.54	475328.28	228471	0.990	0.979	0.992	0.998	0.991	0.009	15.930	11.563	31915.027	44572.289	82	32	3865	0	1	-1.00	-1.00	-1.000	-1.000	1.000
14385	10.00	96.50	99.35	93.42	99.48	306.08	25.10	7313.33	470474.59	226913	0.989	0.978	0.992	0.998	0.940	0.060	15.121	11.648	72250.133	83986.250	181	108	18718	0	1	-1.00	-1.00	-1.000	-1.000	1.000
8328	10.00	96.42	98.48	96.66	98.84	306.33	1.34	7301.82	469364.66	226556	0.987	0.974	0.990	0.998	0.981	0.019	14.912	11.761	51070.855	47865.199	90	68	10705	0	1	-1.00	-1.00	-1.000	-1.000	1.000
4080	10.00	96.19	100.14	93.19	100.36	304.31	104.21	7266.24	465938.06	225452	0.991	0.982	0.994	0.999	0.931	0.069	16.106	11.411	34888.945	41588.453	75	37	4770	0	1	-1.00	-1.00	-1.000	-1.000	1.000
6768	10.00	96.07	96.91	94.99	98.96	305.44	101.76	7248.48	464231.03	224901	0.986	0.973	0.992	0.997	0.980	0.020	14.628	11.988	45400.246	58120.195	116	57	8497	0	1	-1.00	-1.00	-1.000	-1.000	1.000
21760	10.00	95.93	96.98	95.83	97.46	304.17	36.92	7227.01	462170.44	224235	0.989	0.978	0.991	0.998	0.988	0.012	15.367	11.754	90890.938	42102.938	76	143	23935	0	1	-1.00	-1.00	-1.000	-1.000	1.000
8996	10.00	95.88	97.20	95.00	97.54	304.46	18.23	7220.28	461524.44	224026	0.988	0.975	0.989	0.998	0.977	0.023	14.776	11.906	53785.449	53525.027	105	73	11721	0	1	-1.00	-1.00	-1.000	-1.000	1.000
14707	10.00	95.78	97.47	96.12	97.82	304.03	69.36	7204.58	460020.34	223539	0.988	0.976	0.991	0.998	0.986	0.014	13.478	12.616	73747.133	67050.305	139	111	19149	0	1	-1.00	-1.00	-1.000	-1.000	1.000
5684	10.00	95.61	97.11	93.91	99.16	305.72	113.76	7179.73	457642.41	222768	0.981	0.962	0.990	0.994	0.967	0.033	22.574	12.464	41339.957	40597.074	72	50	7119	0	1	-1.00	-1.00	-1.000	-1.000	1.000
1811	10.00	95.58	96.18	95.84	96.99	303.17	157.53	7175.61	457248.00	222640	0.989	0.977	0.992	0.998	0.996	0.004	14.625	12.138	25705.244	39332.883	69	20	1989	0	1	-1.00	-1.00	-1.000	-1.000	1.000
6916	10.00	95.57	96.59	94.49	97.03	303.97	120.28	7174.16	457109.41	222595	0.986	0.972	0.989	0.998	0.978	0.022	14.753	12.400	45681.586	45279.641	84	58	8694	0	1	-1.00	-1.00	-1.000	-1.000	1.000
10594	10.00	95.51	97.15	94.59	97.18	303.13	63.29	7164.75	456210.28	222303	0.988	0.976	0.991	0.998	0.974	0.026	15.344	11.854	60092.793	89780.781	196	85	14054	0	1	-1.00	-1.00	-1.000	-1.000	1.000
11520	10.00	95.44	95.78	95.51	96.39	302.66	108.18	7153.69	455154.78	221960	0.989	0.978	0.991	0.998	0.997	0.003	15.657	11.553	62867.227	81753.078	176	90	15231	0	1	-1.00	-1.00	-1.000	-1.000	1.000
12746	10.00	95.41	98.09	92.17	98.36	302.51	47.04	7149.92	454795.00	221843	0.989	0.978	0.991	0.998	0.940	0.060	15.748	12.584	66895.664	43603.457	79	98	16715	0	1	-1.00	-1.00	-1.000	-1.000	1.000
12001	10.00	95.35	95.90	95.85	96.19	302.39	33.62	7140.51	453897.38	221551	0.989	0.978	0.991	0.998	1.000	0.000	15.768	11.695	64546.484	65306.996	135	93	15718	0	1	-1.00	-1.00	-1.000	-1.000	1.000
